id	day	nominal	time	sum
636	2013-12-26	1 сом	13:50:32	1
637	2013-12-26	1 сом	18:04:19	1
638	2013-12-26	1 сом	23:39:07	1
639	2013-12-26	1 сом	19:43:58	1
640	2013-12-26	1 сом	6:21:07	1
641	2013-12-26	1 сом	13:34:03	1
642	2013-12-26	1 сом	10:34:28	1
643	2013-12-26	1 сом	8:22:11	1
644	2013-12-26	1 сом	7:46:13	1
645	2013-12-26	1 сом	11:26:05	1
646	2013-12-26	1 сом	13:34:48	1
647	2013-12-26	1 сом	23:51:43	1
648	2013-12-26	1 сом	10:18:00	1
649	2013-12-26	1 сом	0:30:42	1
650	2013-12-26	1 сом	19:58:08	1
651	2013-12-26	1 сом	1:13:08	1
652	2013-12-26	1 сом	12:21:25	1
653	2013-12-26	1 сом	13:35:47	1
654	2013-12-26	1 сом	8:30:07	1
655	2013-12-26	1 сом	11:50:53	1
656	2013-12-26	1 сом	4:06:51	1
657	2013-12-26	1 сом	0:30:47	1
658	2013-12-26	1 сом	2:10:35	1
659	2013-12-26	1 сом	2:34:19	1
660	2013-12-26	1 сом	8:44:12	1
661	2013-12-26	1 сом	5:26:27	1
662	2013-12-26	1 сом	18:24:57	1
663	2013-12-26	1 сом	16:09:33	1
664	2013-12-26	1 сом	4:16:49	1
665	2013-12-26	1 сом	9:28:29	1
666	2013-12-26	1 сом	1:43:27	1
667	2013-12-26	1 сом	16:53:27	1
668	2013-12-26	1 сом	22:36:21	1
669	2013-12-26	1 сом	8:43:30	1
670	2013-12-26	1 сом	0:48:08	1
671	2013-12-26	1 сом	14:31:59	1
672	2013-12-26	1 сом	20:22:53	1
673	2013-12-26	1 сом	12:25:41	1
674	2013-12-26	1 сом	11:59:06	1
675	2013-12-26	1 сом	2:18:19	1
676	2013-12-26	1 сом	10:35:05	1
677	2013-12-26	1 сом	9:10:47	1
678	2013-12-26	1 сом	8:04:42	1
679	2013-12-26	1 сом	15:41:16	1
680	2013-12-26	1 сом	7:03:32	1
681	2013-12-26	1 сом	8:02:59	1
682	2013-12-26	1 сом	19:50:13	1
683	2013-12-26	1 сом	17:04:55	1
684	2013-12-26	1 сом	15:09:57	1
685	2013-12-26	1 сом	16:55:56	1
686	2013-12-26	1 сом	1:31:26	1
687	2013-12-26	1 сом	15:10:04	1
688	2013-12-26	1 сом	12:40:10	1
689	2013-12-26	1 сом	21:56:16	1
690	2013-12-26	1 сом	4:06:29	1
691	2013-12-26	1 сом	10:08:11	1
692	2013-12-26	1 сом	11:20:39	1
693	2013-12-26	1 сом	23:18:32	1
694	2013-12-26	1 сом	22:37:26	1
695	2013-12-26	1 сом	15:05:58	1
696	2013-12-26	1 сом	22:23:03	1
697	2013-12-26	1 сом	3:15:06	1
698	2013-12-26	1 сом	7:31:00	1
699	2013-12-26	1 сом	23:04:06	1
700	2013-12-26	1 сом	15:01:05	1
701	2013-12-26	1 сом	4:14:52	1
702	2013-12-26	1 сом	21:23:26	1
703	2013-12-26	1 сом	9:36:40	1
704	2013-12-26	1 сом	22:45:15	1
705	2013-12-26	1 сом	11:51:30	1
706	2013-12-26	1 сом	15:04:22	1
707	2013-12-26	1 сом	1:21:01	1
708	2013-12-26	1 сом	9:12:48	1
709	2013-12-26	1 сом	18:49:51	1
710	2013-12-26	1 сом	15:00:32	1
711	2013-12-26	1 сом	4:59:55	1
712	2013-12-26	1 сом	14:25:24	1
713	2013-12-26	1 сом	9:13:31	1
714	2013-12-26	1 сом	13:11:26	1
715	2013-12-26	1 сом	8:26:55	1
716	2013-12-26	1 сом	9:53:29	1
717	2013-12-26	1 сом	14:35:50	1
718	2013-12-26	1 сом	21:42:11	1
719	2013-12-26	1 сом	23:21:26	1
720	2013-12-26	1 сом	6:43:04	1
721	2013-12-26	1 сом	21:22:58	1
722	2013-12-26	1 сом	0:40:22	1
723	2013-12-26	1 сом	8:03:01	1
724	2013-12-26	1 сом	19:12:49	1
725	2013-12-26	1 сом	2:00:46	1
726	2013-12-26	1 сом	21:05:01	1
727	2013-12-26	1 сом	15:14:07	1
728	2013-12-26	1 сом	12:50:19	1
729	2013-12-27	1 сом	4:42:06	1
730	2013-12-27	1 сом	6:07:02	1
731	2013-12-27	1 сом	16:36:19	1
732	2013-12-27	1 сом	11:31:03	1
733	2013-12-27	1 сом	10:23:00	1
734	2013-12-27	1 сом	2:52:39	1
735	2013-12-27	1 сом	0:42:38	1
736	2013-12-27	1 сом	5:50:46	1
737	2013-12-27	1 сом	1:57:43	1
738	2013-12-27	1 сом	11:59:50	1
739	2013-12-27	1 сом	10:23:55	1
740	2013-12-27	1 сом	9:41:19	1
741	2013-12-27	1 сом	12:13:34	1
742	2013-12-27	1 сом	22:50:11	1
743	2013-12-27	1 сом	9:29:00	1
744	2013-12-27	1 сом	10:13:13	1
745	2013-12-27	1 сом	12:31:16	1
746	2013-12-27	1 сом	0:32:23	1
747	2013-12-27	1 сом	12:59:01	1
748	2013-12-27	1 сом	17:46:18	1
749	2013-12-27	1 сом	4:56:22	1
750	2013-12-27	1 сом	2:05:34	1
751	2013-12-27	1 сом	4:41:28	1
752	2013-12-27	1 сом	9:02:20	1
753	2013-12-27	1 сом	13:50:15	1
754	2013-12-27	1 сом	21:27:05	1
755	2013-12-27	1 сом	1:14:38	1
756	2013-12-27	1 сом	11:56:24	1
757	2013-12-27	1 сом	14:39:42	1
758	2013-12-27	1 сом	9:57:20	1
759	2013-12-27	1 сом	4:30:53	1
760	2013-12-27	1 сом	22:45:15	1
761	2013-12-27	1 сом	20:44:43	1
762	2013-12-27	1 сом	17:10:08	1
763	2013-12-27	1 сом	18:05:47	1
764	2013-12-27	1 сом	9:59:33	1
765	2013-12-27	1 сом	9:19:36	1
766	2013-12-27	1 сом	19:03:21	1
767	2013-12-27	1 сом	20:33:23	1
768	2013-12-27	1 сом	12:22:13	1
769	2013-12-27	1 сом	21:48:20	1
770	2013-12-27	1 сом	11:03:22	1
771	2013-12-27	1 сом	4:57:39	1
772	2013-12-27	1 сом	8:37:20	1
773	2013-12-27	1 сом	14:26:56	1
774	2013-12-27	1 сом	12:21:04	1
775	2013-12-27	1 сом	23:23:01	1
776	2013-12-27	1 сом	21:09:12	1
777	2013-12-27	1 сом	2:18:38	1
778	2013-12-27	1 сом	23:46:18	1
779	2013-12-27	1 сом	5:18:46	1
780	2013-12-27	1 сом	11:33:53	1
781	2013-12-27	1 сом	20:59:13	1
782	2013-12-27	1 сом	9:05:47	1
783	2013-12-27	1 сом	18:02:06	1
784	2013-12-27	1 сом	1:45:33	1
785	2013-12-27	1 сом	21:04:16	1
786	2013-12-27	1 сом	8:01:29	1
787	2013-12-27	1 сом	20:21:49	1
788	2013-12-27	1 сом	11:08:46	1
789	2013-12-27	1 сом	12:18:18	1
790	2013-12-27	1 сом	20:45:57	1
791	2013-12-27	1 сом	4:30:23	1
792	2013-12-27	1 сом	21:02:08	1
793	2013-12-27	1 сом	5:24:29	1
794	2013-12-27	1 сом	18:58:26	1
795	2013-12-27	1 сом	18:23:24	1
796	2013-12-27	1 сом	6:38:29	1
797	2013-12-27	1 сом	10:29:50	1
798	2013-12-27	1 сом	22:11:55	1
799	2013-12-27	1 сом	3:03:35	1
800	2013-12-27	1 сом	13:54:37	1
801	2013-12-27	1 сом	18:56:45	1
802	2013-12-27	1 сом	7:44:16	1
803	2013-12-27	1 сом	15:35:46	1
804	2013-12-27	1 сом	8:28:52	1
805	2013-12-27	1 сом	1:27:33	1
806	2013-12-27	1 сом	13:42:20	1
807	2013-12-27	1 сом	1:34:04	1
808	2013-12-27	1 сом	14:36:58	1
809	2013-12-27	1 сом	10:49:19	1
810	2013-12-27	1 сом	4:26:55	1
811	2013-12-27	1 сом	17:08:07	1
812	2013-12-27	1 сом	10:23:47	1
813	2013-12-27	1 сом	8:32:30	1
814	2013-12-27	1 сом	10:30:40	1
815	2013-12-27	1 сом	16:55:22	1
816	2013-12-27	1 сом	20:08:36	1
817	2013-12-27	1 сом	19:42:41	1
818	2013-12-27	1 сом	11:20:08	1
819	2013-12-27	1 сом	7:07:23	1
820	2013-12-27	1 сом	20:10:09	1
821	2013-12-27	1 сом	10:00:51	1
822	2013-12-27	1 сом	6:12:12	1
823	2013-12-27	1 сом	22:26:42	1
824	2013-12-27	1 сом	13:26:36	1
825	2013-12-27	1 сом	21:05:13	1
826	2013-12-27	1 сом	18:36:39	1
827	2013-12-27	1 сом	1:42:59	1
828	2013-12-27	1 сом	2:42:30	1
829	2013-12-27	1 сом	19:54:53	1
830	2013-12-27	1 сом	15:37:22	1
831	2013-12-27	1 сом	6:00:51	1
832	2013-12-27	1 сом	4:07:32	1
833	2013-12-27	1 сом	8:14:05	1
834	2013-12-27	1 сом	18:21:10	1
835	2013-12-27	1 сом	13:05:45	1
836	2013-12-27	1 сом	5:59:54	1
837	2013-12-27	1 сом	11:34:58	1
838	2013-12-27	1 сом	4:31:24	1
839	2013-12-27	1 сом	7:39:48	1
840	2013-12-27	1 сом	6:35:59	1
841	2013-12-27	1 сом	6:22:02	1
842	2013-12-27	1 сом	4:04:46	1
843	2013-12-27	1 сом	3:50:23	1
844	2013-12-27	1 сом	21:43:06	1
845	2013-12-27	1 сом	19:10:08	1
846	2013-12-27	1 сом	5:47:03	1
847	2013-12-27	1 сом	21:02:03	1
848	2013-12-27	1 сом	14:44:36	1
849	2013-12-27	1 сом	17:47:27	1
850	2013-12-27	1 сом	0:59:11	1
851	2013-12-27	1 сом	8:28:57	1
852	2013-12-27	1 сом	13:38:05	1
853	2013-12-27	1 сом	3:49:15	1
854	2013-12-27	1 сом	5:41:45	1
855	2013-12-27	1 сом	8:04:52	1
856	2013-12-27	1 сом	11:39:11	1
857	2013-12-27	1 сом	13:22:11	1
858	2013-12-27	1 сом	3:09:58	1
859	2013-12-27	1 сом	11:05:57	1
860	2013-12-27	1 сом	13:18:36	1
861	2013-12-27	1 сом	17:09:19	1
862	2013-12-27	1 сом	17:51:36	1
863	2013-12-27	1 сом	5:22:37	1
864	2013-12-27	1 сом	14:27:24	1
865	2013-12-27	1 сом	15:56:35	1
866	2013-12-27	1 сом	9:03:43	1
867	2013-12-27	1 сом	14:25:20	1
868	2013-12-27	1 сом	11:49:48	1
869	2013-12-27	1 сом	23:47:19	1
870	2013-12-27	1 сом	19:30:10	1
871	2013-12-27	1 сом	13:12:53	1
872	2013-12-27	1 сом	5:58:15	1
873	2013-12-27	1 сом	0:54:52	1
874	2013-12-27	1 сом	14:21:46	1
875	2013-12-27	1 сом	20:04:37	1
876	2013-12-27	1 сом	6:36:21	1
877	2013-12-27	1 сом	9:31:12	1
878	2013-12-27	1 сом	6:38:47	1
879	2013-12-27	1 сом	8:32:36	1
880	2013-12-27	1 сом	2:54:58	1
881	2013-12-27	1 сом	22:44:32	1
882	2013-12-27	1 сом	6:24:49	1
883	2013-12-27	1 сом	18:35:22	1
884	2013-12-27	1 сом	4:07:30	1
885	2013-12-27	1 сом	7:42:42	1
886	2013-12-27	1 сом	13:31:29	1
887	2013-12-27	1 сом	23:37:43	1
888	2013-12-27	1 сом	13:46:48	1
889	2013-12-27	1 сом	2:56:11	1
890	2013-12-27	1 сом	19:30:13	1
891	2013-12-27	1 сом	10:10:12	1
892	2013-12-27	1 сом	17:07:12	1
893	2013-12-27	1 сом	15:40:43	1
894	2013-12-27	1 сом	12:04:59	1
895	2013-12-27	1 сом	13:27:09	1
896	2013-12-27	1 сом	21:16:24	1
897	2013-12-27	1 сом	8:11:47	1
898	2013-12-27	1 сом	19:08:23	1
899	2013-12-27	1 сом	7:48:00	1
900	2013-12-27	1 сом	20:42:14	1
901	2013-12-27	1 сом	4:55:26	1
902	2013-12-27	1 сом	18:48:06	1
903	2013-12-27	1 сом	14:18:11	1
904	2013-12-27	1 сом	4:31:10	1
905	2013-12-27	1 сом	8:50:54	1
906	2013-12-27	1 сом	5:25:33	1
907	2013-12-27	1 сом	22:27:01	1
908	2013-12-27	1 сом	5:50:58	1
909	2013-12-27	1 сом	7:04:58	1
910	2013-12-27	1 сом	2:26:28	1
911	2013-12-28	1 сом	15:07:20	1
912	2013-12-28	1 сом	14:32:56	1
913	2013-12-28	1 сом	17:17:36	1
914	2013-12-28	1 сом	18:09:00	1
915	2013-12-28	1 сом	3:43:56	1
916	2013-12-28	1 сом	15:50:49	1
917	2013-12-28	1 сом	18:17:39	1
918	2013-12-28	1 сом	3:48:09	1
919	2013-12-28	1 сом	1:12:42	1
920	2013-12-28	1 сом	7:24:36	1
921	2013-12-28	1 сом	23:06:26	1
922	2013-12-28	1 сом	20:38:48	1
923	2013-12-28	1 сом	5:39:18	1
924	2013-12-28	1 сом	6:45:31	1
925	2013-12-28	1 сом	0:51:10	1
926	2013-12-28	1 сом	0:55:38	1
927	2013-12-28	1 сом	17:05:02	1
928	2013-12-28	1 сом	12:42:00	1
929	2013-12-28	1 сом	23:21:11	1
930	2013-12-28	1 сом	17:30:02	1
931	2013-12-28	1 сом	20:51:25	1
932	2013-12-28	1 сом	16:06:52	1
933	2013-12-28	1 сом	11:16:26	1
934	2013-12-28	1 сом	12:05:30	1
935	2013-12-28	1 сом	11:54:31	1
936	2013-12-28	1 сом	19:42:52	1
937	2013-12-28	1 сом	13:24:25	1
938	2013-12-28	1 сом	7:11:31	1
939	2013-12-28	1 сом	23:38:23	1
940	2013-12-28	1 сом	15:28:43	1
941	2013-12-28	1 сом	13:53:33	1
942	2013-12-28	1 сом	3:05:00	1
943	2013-12-28	1 сом	2:29:05	1
944	2013-12-28	1 сом	6:02:56	1
945	2013-12-28	1 сом	2:03:00	1
946	2013-12-28	1 сом	13:39:00	1
947	2013-12-28	1 сом	13:17:12	1
948	2013-12-28	1 сом	1:57:44	1
949	2013-12-28	1 сом	3:47:41	1
950	2013-12-28	1 сом	0:56:02	1
951	2013-12-28	1 сом	20:47:19	1
952	2013-12-28	1 сом	23:27:10	1
953	2013-12-28	1 сом	13:30:56	1
954	2013-12-28	1 сом	20:57:02	1
955	2013-12-28	1 сом	23:15:58	1
956	2013-12-28	1 сом	11:45:41	1
957	2013-12-28	1 сом	22:03:53	1
958	2013-12-28	1 сом	13:58:25	1
959	2013-12-28	1 сом	11:47:28	1
960	2013-12-28	1 сом	1:31:36	1
961	2013-12-28	1 сом	5:09:45	1
962	2013-12-28	1 сом	23:48:37	1
963	2013-12-28	1 сом	4:45:34	1
964	2013-12-28	1 сом	20:42:15	1
965	2013-12-28	1 сом	1:35:48	1
966	2013-12-28	1 сом	8:48:15	1
967	2013-12-28	1 сом	22:40:51	1
968	2013-12-28	1 сом	22:37:58	1
969	2013-12-28	1 сом	6:00:05	1
970	2013-12-28	1 сом	1:07:18	1
971	2013-12-28	1 сом	7:53:40	1
972	2013-12-28	1 сом	0:33:37	1
973	2013-12-28	1 сом	22:44:48	1
974	2013-12-28	1 сом	21:47:53	1
975	2013-12-28	1 сом	8:50:18	1
976	2013-12-28	1 сом	23:46:51	1
977	2013-12-28	1 сом	4:21:52	1
978	2013-12-28	1 сом	15:05:01	1
979	2013-12-28	1 сом	19:48:43	1
980	2013-12-28	1 сом	5:20:59	1
981	2013-12-28	1 сом	8:04:12	1
982	2013-12-28	1 сом	14:02:43	1
983	2013-12-28	1 сом	21:09:36	1
984	2013-12-28	1 сом	17:43:22	1
985	2013-12-28	1 сом	0:53:19	1
986	2013-12-28	1 сом	21:43:19	1
987	2013-12-28	1 сом	8:44:25	1
988	2013-12-28	1 сом	13:15:14	1
989	2013-12-28	1 сом	6:32:35	1
990	2013-12-28	1 сом	19:53:04	1
991	2013-12-28	1 сом	19:22:11	1
992	2013-12-28	1 сом	21:00:39	1
993	2013-12-28	1 сом	19:12:54	1
994	2013-12-28	1 сом	22:41:01	1
995	2013-12-28	1 сом	12:47:52	1
996	2013-12-28	1 сом	11:33:27	1
997	2013-12-28	1 сом	0:18:33	1
998	2013-12-28	1 сом	12:20:15	1
999	2013-12-28	1 сом	0:09:20	1
1000	2013-12-28	1 сом	20:18:40	1
1001	2013-12-28	1 сом	22:28:19	1
1002	2013-12-28	1 сом	6:37:16	1
1003	2013-12-28	1 сом	23:43:45	1
1004	2013-12-28	1 сом	19:31:00	1
1005	2013-12-28	1 сом	17:39:15	1
1006	2013-12-28	1 сом	8:39:32	1
1007	2013-12-28	1 сом	12:40:11	1
1008	2013-12-28	1 сом	15:08:34	1
1009	2013-12-28	1 сом	16:24:20	1
1010	2013-12-28	1 сом	22:22:52	1
1011	2013-12-28	1 сом	5:05:22	1
1012	2013-12-28	1 сом	0:49:38	1
1013	2013-12-28	1 сом	23:46:07	1
1014	2013-12-28	1 сом	18:49:14	1
1015	2013-12-28	1 сом	20:50:19	1
1016	2013-12-28	1 сом	23:02:21	1
1017	2013-12-28	1 сом	20:43:22	1
1018	2013-12-28	1 сом	4:44:08	1
1019	2013-12-28	1 сом	16:59:12	1
1020	2013-12-28	1 сом	18:16:11	1
1021	2013-12-28	1 сом	23:22:34	1
1022	2013-12-28	1 сом	14:23:36	1
1023	2013-12-28	1 сом	15:54:24	1
1024	2013-12-28	1 сом	19:49:03	1
1025	2013-12-28	1 сом	22:59:35	1
1026	2013-12-28	1 сом	11:41:39	1
1027	2013-12-28	1 сом	8:24:22	1
1028	2013-12-28	1 сом	14:49:39	1
1029	2013-12-28	1 сом	8:08:39	1
1030	2013-12-28	1 сом	8:13:19	1
1031	2013-12-28	1 сом	10:07:00	1
1032	2013-12-28	1 сом	21:09:24	1
1033	2013-12-28	1 сом	2:30:56	1
1034	2013-12-28	1 сом	3:24:43	1
1035	2013-12-28	1 сом	18:55:16	1
1036	2013-12-28	1 сом	18:42:31	1
1037	2013-12-28	1 сом	1:20:05	1
1038	2013-12-28	1 сом	16:10:24	1
1039	2013-12-28	1 сом	6:09:45	1
1040	2013-12-28	1 сом	9:51:45	1
1041	2013-12-28	1 сом	1:28:14	1
1042	2013-12-28	1 сом	7:26:04	1
1043	2013-12-28	1 сом	3:00:47	1
1044	2013-12-28	1 сом	0:20:21	1
1045	2013-12-28	1 сом	16:33:36	1
1046	2013-12-28	1 сом	9:04:48	1
1047	2013-12-28	1 сом	12:58:19	1
1048	2013-12-28	1 сом	4:53:55	1
1049	2013-12-28	1 сом	23:31:46	1
1050	2013-12-28	1 сом	1:39:06	1
1051	2013-12-28	1 сом	7:45:31	1
1052	2013-12-28	1 сом	13:37:29	1
1053	2013-12-28	1 сом	11:42:51	1
1054	2013-12-28	1 сом	4:21:22	1
1055	2013-12-28	1 сом	7:08:06	1
1056	2013-12-28	1 сом	18:23:18	1
1057	2013-12-28	1 сом	5:33:09	1
1058	2013-12-28	1 сом	1:44:32	1
1059	2013-12-28	1 сом	4:13:22	1
1060	2013-12-28	1 сом	4:24:31	1
1061	2013-12-28	1 сом	3:51:30	1
1062	2013-12-28	1 сом	23:21:09	1
1063	2013-12-28	1 сом	20:17:53	1
1064	2013-12-28	1 сом	3:12:30	1
1065	2013-12-28	1 сом	21:31:26	1
1066	2013-12-28	1 сом	4:32:49	1
1067	2013-12-28	1 сом	8:43:43	1
1068	2013-12-28	1 сом	8:15:56	1
1069	2013-12-28	1 сом	3:43:20	1
1070	2013-12-28	1 сом	13:59:07	1
1071	2013-12-28	1 сом	14:47:33	1
1072	2013-12-28	1 сом	19:33:30	1
1073	2013-12-28	1 сом	15:52:28	1
1074	2013-12-28	1 сом	10:10:11	1
1075	2013-12-28	1 сом	5:09:53	1
1076	2013-12-28	1 сом	8:13:09	1
1077	2013-12-28	1 сом	14:43:29	1
1078	2013-12-28	1 сом	10:14:08	1
1079	2013-12-28	1 сом	16:04:55	1
1080	2013-12-28	1 сом	15:10:36	1
1081	2013-12-28	1 сом	17:17:03	1
1082	2013-12-28	1 сом	7:19:07	1
1083	2013-12-28	1 сом	22:53:04	1
1084	2013-12-28	1 сом	18:22:06	1
1085	2013-12-28	1 сом	6:58:32	1
1086	2013-12-28	1 сом	17:31:17	1
1087	2013-12-28	1 сом	9:27:17	1
1088	2013-12-28	1 сом	18:20:12	1
1089	2013-12-28	1 сом	8:51:17	1
1090	2013-12-28	1 сом	1:50:10	1
1091	2013-12-28	1 сом	15:55:58	1
1092	2013-12-28	1 сом	1:24:17	1
1093	2013-12-29	1 сом	0:37:35	1
1094	2013-12-29	1 сом	9:34:51	1
1095	2013-12-29	1 сом	10:06:34	1
1096	2013-12-29	1 сом	23:36:26	1
1097	2013-12-29	1 сом	1:38:46	1
1098	2013-12-29	1 сом	18:11:06	1
1099	2013-12-29	1 сом	15:14:14	1
1100	2013-12-29	1 сом	23:32:36	1
1101	2013-12-29	1 сом	5:43:19	1
1102	2013-12-29	1 сом	19:58:49	1
1103	2013-12-29	1 сом	16:28:35	1
1104	2013-12-29	1 сом	10:06:42	1
1105	2013-12-29	1 сом	13:47:10	1
1106	2013-12-29	1 сом	2:20:55	1
1107	2013-12-29	1 сом	10:10:11	1
1108	2013-12-29	1 сом	13:08:25	1
1109	2013-12-29	1 сом	4:39:46	1
1110	2013-12-29	1 сом	5:26:23	1
1111	2013-12-29	1 сом	23:38:18	1
1112	2013-12-29	1 сом	4:22:23	1
1113	2013-12-29	1 сом	11:30:04	1
1114	2013-12-29	1 сом	11:58:17	1
1115	2013-12-29	1 сом	18:54:25	1
1116	2013-12-29	1 сом	5:58:37	1
1117	2013-12-29	1 сом	10:45:48	1
1118	2013-12-29	1 сом	7:57:58	1
1119	2013-12-29	1 сом	11:34:36	1
1120	2013-12-29	1 сом	16:53:29	1
1121	2013-12-29	1 сом	14:01:12	1
1122	2013-12-29	1 сом	2:20:17	1
1123	2013-12-29	1 сом	8:42:59	1
1124	2013-12-29	1 сом	3:55:27	1
1125	2013-12-29	1 сом	0:45:51	1
1126	2013-12-29	1 сом	11:11:31	1
1127	2013-12-29	1 сом	15:58:51	1
1128	2013-12-29	1 сом	23:05:57	1
1129	2013-12-29	1 сом	8:15:02	1
1130	2013-12-29	1 сом	23:49:44	1
1131	2013-12-29	1 сом	20:15:21	1
1132	2013-12-29	1 сом	2:27:47	1
1133	2013-12-29	1 сом	14:57:50	1
1134	2013-12-29	1 сом	3:59:04	1
1135	2013-12-29	1 сом	18:31:27	1
1136	2013-12-29	1 сом	16:13:59	1
1137	2013-12-29	1 сом	10:53:34	1
1138	2013-12-29	1 сом	12:34:56	1
1139	2013-12-29	1 сом	15:01:28	1
1140	2013-12-29	1 сом	1:07:49	1
1141	2013-12-29	1 сом	7:59:13	1
1142	2013-12-29	1 сом	6:24:11	1
1143	2013-12-29	1 сом	9:01:41	1
1144	2013-12-29	1 сом	5:43:42	1
1145	2013-12-29	1 сом	6:50:17	1
1146	2013-12-29	1 сом	0:45:15	1
1147	2013-12-29	1 сом	23:57:29	1
1148	2013-12-29	1 сом	2:29:43	1
1149	2013-12-29	1 сом	0:16:27	1
1150	2013-12-29	1 сом	17:44:22	1
1151	2013-12-29	1 сом	13:24:33	1
1152	2013-12-29	1 сом	19:34:32	1
1153	2013-12-29	1 сом	16:24:02	1
1154	2013-12-29	1 сом	9:03:10	1
1155	2013-12-29	1 сом	7:14:37	1
1156	2013-12-29	1 сом	9:25:39	1
1157	2013-12-29	1 сом	6:57:16	1
1158	2013-12-29	1 сом	10:03:38	1
1159	2013-12-29	1 сом	19:14:48	1
1160	2013-12-29	1 сом	15:39:59	1
1161	2013-12-29	1 сом	9:42:32	1
1162	2013-12-29	1 сом	20:27:30	1
1163	2013-12-29	1 сом	12:47:26	1
1164	2013-12-29	1 сом	22:56:45	1
1165	2013-12-29	1 сом	6:25:48	1
1166	2013-12-29	1 сом	15:21:02	1
1167	2013-12-29	1 сом	4:16:15	1
1168	2013-12-29	1 сом	13:34:49	1
1169	2013-12-29	1 сом	3:05:56	1
1170	2013-12-29	1 сом	1:49:36	1
1171	2013-12-29	1 сом	22:19:22	1
1172	2013-12-29	1 сом	23:47:59	1
1173	2013-12-29	1 сом	10:49:23	1
1174	2013-12-29	1 сом	0:59:06	1
1175	2013-12-29	1 сом	1:42:08	1
1176	2013-12-29	1 сом	16:59:47	1
1177	2013-12-29	1 сом	1:45:16	1
1178	2013-12-29	1 сом	15:53:38	1
1179	2013-12-29	1 сом	3:11:32	1
1180	2013-12-29	1 сом	15:14:50	1
1181	2013-12-29	1 сом	9:09:37	1
1182	2013-12-29	1 сом	10:29:00	1
1183	2013-12-29	1 сом	12:47:25	1
1184	2013-12-29	1 сом	17:35:13	1
1185	2013-12-29	1 сом	13:46:14	1
1186	2013-12-29	1 сом	19:13:26	1
1187	2013-12-29	1 сом	12:10:57	1
1188	2013-12-29	1 сом	10:33:30	1
1189	2013-12-29	1 сом	15:10:15	1
1190	2013-12-29	1 сом	20:16:37	1
1191	2013-12-29	1 сом	21:30:07	1
1192	2013-12-29	1 сом	21:18:51	1
1193	2013-12-29	1 сом	15:44:25	1
1194	2013-12-29	1 сом	8:47:28	1
1195	2013-12-29	1 сом	16:40:29	1
1196	2013-12-29	1 сом	3:09:29	1
1197	2013-12-29	1 сом	5:40:53	1
1198	2013-12-29	1 сом	12:55:26	1
1199	2013-12-29	1 сом	2:57:01	1
1200	2013-12-29	1 сом	14:39:36	1
1201	2013-12-29	1 сом	7:33:36	1
1202	2013-12-29	1 сом	1:29:03	1
1203	2013-12-29	1 сом	9:32:20	1
1204	2013-12-29	1 сом	6:46:45	1
1205	2013-12-29	1 сом	8:34:12	1
1206	2013-12-29	1 сом	23:00:18	1
1207	2013-12-29	1 сом	9:42:21	1
1208	2013-12-29	1 сом	9:11:03	1
1209	2013-12-29	1 сом	5:18:14	1
1210	2013-12-29	1 сом	10:46:17	1
1211	2013-12-29	1 сом	17:41:23	1
1212	2013-12-29	1 сом	7:50:22	1
1213	2013-12-29	1 сом	10:23:13	1
1214	2013-12-29	1 сом	4:02:17	1
1215	2013-12-29	1 сом	13:56:48	1
1216	2013-12-29	1 сом	13:21:10	1
1217	2013-12-29	1 сом	19:55:19	1
1218	2013-12-29	1 сом	17:43:00	1
1219	2013-12-29	1 сом	11:40:31	1
1220	2013-12-29	1 сом	7:19:02	1
1221	2013-12-29	1 сом	5:50:07	1
1222	2013-12-29	1 сом	6:12:32	1
1223	2013-12-29	1 сом	12:13:46	1
1224	2013-12-29	1 сом	7:20:04	1
1225	2013-12-29	1 сом	14:59:32	1
1226	2013-12-29	1 сом	15:09:11	1
1227	2013-12-29	1 сом	15:57:39	1
1228	2013-12-29	1 сом	16:12:18	1
1229	2013-12-29	1 сом	20:38:12	1
1230	2013-12-29	1 сом	21:40:34	1
1231	2013-12-29	1 сом	7:49:15	1
1232	2013-12-29	1 сом	5:58:02	1
1233	2013-12-29	1 сом	12:19:26	1
1234	2013-12-29	1 сом	4:49:33	1
1235	2013-12-29	1 сом	2:38:02	1
1236	2013-12-29	1 сом	23:27:57	1
1237	2013-12-29	1 сом	13:52:17	1
1238	2013-12-29	1 сом	4:11:07	1
1239	2013-12-29	1 сом	7:03:24	1
1240	2013-12-29	1 сом	14:32:49	1
1241	2013-12-29	1 сом	10:34:19	1
1242	2013-12-29	1 сом	23:27:30	1
1243	2013-12-29	1 сом	7:33:40	1
1244	2013-12-29	1 сом	18:03:38	1
1245	2013-12-29	1 сом	9:14:44	1
1246	2013-12-29	1 сом	10:26:34	1
1247	2013-12-29	1 сом	4:58:03	1
1248	2013-12-29	1 сом	7:26:33	1
1249	2013-12-29	1 сом	10:35:17	1
1250	2013-12-29	1 сом	22:19:06	1
1251	2013-12-29	1 сом	16:24:54	1
1252	2013-12-29	1 сом	6:36:18	1
1253	2013-12-29	1 сом	22:28:33	1
1254	2013-12-29	1 сом	4:31:28	1
1255	2013-12-29	1 сом	2:18:03	1
1256	2013-12-29	1 сом	19:58:53	1
1257	2013-12-29	1 сом	16:58:37	1
1258	2013-12-29	1 сом	22:27:15	1
